case_id,inference_time,case_time,preprocessing_time
19_27298,0.17694640159606934,0.18722772598266602,0.01028132438659668
19_27483,0.17815470695495605,0.18879103660583496,0.010636329650878906
19_27669,0.18021535873413086,0.1905357837677002,0.010320425033569336
19_27882,0.17796826362609863,0.18857669830322266,0.010608434677124023
19_28094,0.1774446964263916,0.18821477890014648,0.010770082473754883
19_28307,0.17929744720458984,0.18960142135620117,0.010303974151611328
19_28519,0.1810317039489746,0.18417048454284668,0.0031387805938720703
19_28581,0.17704415321350098,0.18639659881591797,0.009352445602416992
19_28643,0.17296218872070312,0.1760883331298828,0.0031261444091796875
19_28705,0.17839980125427246,0.188950777053833,0.010550975799560547
19_28767,0.1789712905883789,0.18913936614990234,0.010168075561523438
19_28817,0.1786339282989502,0.18915653228759766,0.010522603988647461
19_28868,0.1765739917755127,0.1871805191040039,0.010606527328491211
19_28918,0.1818525791168213,0.18489456176757812,0.003041982650756836
19_28968,0.1807246208190918,0.18375778198242188,0.003033161163330078
19_29035,0.1807713508605957,0.18378710746765137,0.003015756607055664
19_29101,0.1805107593536377,0.19099664688110352,0.01048588752746582
19_29168,0.17951011657714844,0.1901240348815918,0.01061391830444336
19_29234,0.17811203002929688,0.18822789192199707,0.010115861892700195
19_29377,0.17617249488830566,0.17951250076293945,0.003340005874633789
19_29519,0.1806035041809082,0.19060325622558594,0.009999752044677734
19_29662,0.18288254737854004,0.19385051727294922,0.01096796989440918
19_29804,0.18370366096496582,0.19430923461914062,0.010605573654174805
19_29986,0.17937660217285156,0.18227124214172363,0.0028946399688720703
19_30168,0.17745661735534668,0.1876990795135498,0.010242462158203125
19_30350,0.1793665885925293,0.19010353088378906,0.010736942291259766
19_30532,0.1854722499847412,0.19631648063659668,0.010844230651855469
19_30564,0.18024110794067383,0.19016098976135254,0.009919881820678711
19_30597,0.1760540008544922,0.1859889030456543,0.00993490219116211
19_30629,0.17675161361694336,0.18609976768493652,0.009348154067993164
19_30661,0.17836308479309082,0.18775200843811035,0.009388923645019531
19_30705,0.17740273475646973,0.18695998191833496,0.009557247161865234
19_30748,0.17796754837036133,0.1884932518005371,0.010525703430175781
19_30792,0.18070697784423828,0.1842176914215088,0.003510713577270508
19_30835,0.17924022674560547,0.18996572494506836,0.01072549819946289
19_30891,0.18172979354858398,0.19257545471191406,0.010845661163330078
19_30947,0.1766960620880127,0.1867530345916748,0.01005697250366211
19_31002,0.17741775512695312,0.1802513599395752,0.0028336048126220703
19_31058,0.1836380958557129,0.18747282028198242,0.0038347244262695312
19_31193,0.17800307273864746,0.1872577667236328,0.009254693984985352
19_31329,0.18479156494140625,0.1950380802154541,0.010246515274047852
19_31464,0.1781153678894043,0.18868708610534668,0.010571718215942383
19_31599,0.17900967597961426,0.189727783203125,0.010718107223510742
19_31769,0.18249869346618652,0.1931743621826172,0.010675668716430664
19_31938,0.181748628616333,0.19185781478881836,0.010109186172485352
19_32108,0.1791820526123047,0.18980693817138672,0.010624885559082031
19_32277,0.17625761032104492,0.17910337448120117,0.00284576416015625
19_32309,0.1757359504699707,0.18561816215515137,0.009882211685180664
19_32342,0.17281198501586914,0.18518590927124023,0.012373924255371094
19_32374,0.18308544158935547,0.1866011619567871,0.0035157203674316406
19_32406,0.180098295211792,0.1904308795928955,0.010332584381103516
19_32461,0.17982888221740723,0.19051194190979004,0.010683059692382812
19_32516,0.18375730514526367,0.18726396560668945,0.0035066604614257812
19_32570,0.17929816246032715,0.1893777847290039,0.010079622268676758
19_32625,0.17856907844543457,0.18848419189453125,0.00991511344909668
19_32688,0.17699408531188965,0.18743538856506348,0.010441303253173828
19_32751,0.17802906036376953,0.18804168701171875,0.010012626647949219
19_32814,0.18120670318603516,0.19151568412780762,0.010308980941772461
19_32877,0.1775813102722168,0.18722152709960938,0.009640216827392578
19_33022,0.17723321914672852,0.18714141845703125,0.009908199310302734
19_33166,0.17691779136657715,0.1869959831237793,0.010078191757202148
19_33311,0.18060636520385742,0.1838514804840088,0.003245115280151367
19_33455,0.18141770362854004,0.18523359298706055,0.003815889358520508
19_33607,0.18069815635681152,0.1910247802734375,0.010326623916625977
19_33759,0.17985296249389648,0.1901228427886963,0.010269880294799805
19_33911,0.1804654598236084,0.1911637783050537,0.010698318481445312
19_34063,0.1779029369354248,0.18863248825073242,0.010729551315307617
19_34193,0.17970919609069824,0.18956851959228516,0.009859323501586914
19_34323,0.18014812469482422,0.18368268013000488,0.003534555435180664
19_34453,0.18133926391601562,0.1906895637512207,0.009350299835205078
19_34583,0.17827773094177246,0.1815488338470459,0.0032711029052734375
19_34670,0.18140411376953125,0.19226717948913574,0.010863065719604492
19_34756,0.18140220642089844,0.1849675178527832,0.0035653114318847656
19_34843,0.18007540702819824,0.19081521034240723,0.010739803314208984
19_34929,0.18349361419677734,0.19458532333374023,0.01109170913696289
19_34975,0.17709565162658691,0.18733501434326172,0.010239362716674805
19_35021,0.18070387840270996,0.19160699844360352,0.010903120040893555
19_35066,0.1745595932006836,0.18396973609924316,0.00941014289855957
19_35112,0.18060994148254395,0.19027161598205566,0.009661674499511719
19_35152,0.17962288856506348,0.18360424041748047,0.003981351852416992
19_35191,0.17934083938598633,0.18897199630737305,0.009631156921386719
19_35231,0.18164539337158203,0.19239306449890137,0.010747671127319336
19_35270,0.1847984790802002,0.19698786735534668,0.012189388275146484
19_35332,0.1832723617553711,0.19407916069030762,0.010806798934936523
19_35395,0.1782984733581543,0.18865633010864258,0.010357856750488281
19_35457,0.18287134170532227,0.1932079792022705,0.010336637496948242
19_35519,0.17863035202026367,0.18165898323059082,0.0030286312103271484
19_35547,0.17697739601135254,0.18050289154052734,0.0035254955291748047
19_35575,0.1808490753173828,0.1915736198425293,0.010724544525146484
19_35602,0.17836761474609375,0.1891613006591797,0.010793685913085938
19_35630,0.1783289909362793,0.18917608261108398,0.010847091674804688
19_35696,0.18042278289794922,0.1844179630279541,0.003995180130004883
19_35763,0.18152666091918945,0.19201207160949707,0.010485410690307617
19_35829,0.18196892738342285,0.19202971458435059,0.010060787200927734
19_35895,0.18438172340393066,0.1942594051361084,0.009877681732177734
19_36004,0.17421984672546387,0.1837596893310547,0.00953984260559082
19_36113,0.17867660522460938,0.18916606903076172,0.010489463806152344
19_36221,0.18248367309570312,0.19260883331298828,0.010125160217285156
19_36330,0.18066644668579102,0.19141650199890137,0.010750055313110352
19_36529,0.17876720428466797,0.1892712116241455,0.010504007339477539
19_36728,0.17801618576049805,0.18869304656982422,0.010676860809326172
19_36927,0.17625188827514648,0.1858503818511963,0.009598493576049805
19_37126,0.18052148818969727,0.1908435821533203,0.010322093963623047
19_37569,0.17936396598815918,0.18999195098876953,0.010627985000610352
19_38012,0.17963099479675293,0.19056391716003418,0.01093292236328125
19_38454,0.18032002449035645,0.19092464447021484,0.010604619979858398
19_38897,0.1824171543121338,0.19346308708190918,0.01104593276977539
19_39043,0.1811075210571289,0.19196820259094238,0.010860681533813477
19_39188,0.18019747734069824,0.19081711769104004,0.010619640350341797
19_39334,0.17969703674316406,0.19089746475219727,0.011200428009033203
19_39479,0.17789363861083984,0.18149733543395996,0.003603696823120117
19_39553,0.1781144142150879,0.18833613395690918,0.010221719741821289
19_39627,0.18569326400756836,0.1898207664489746,0.00412750244140625
19_39701,0.17683720588684082,0.18663430213928223,0.009797096252441406
19_39775,0.18528461456298828,0.19588661193847656,0.010601997375488281
19_39877,0.18251872062683105,0.18593525886535645,0.0034165382385253906
19_39978,0.18075251579284668,0.1916975975036621,0.01094508171081543
19_40080,0.1805586814880371,0.19106554985046387,0.010506868362426758
19_40181,0.17920303344726562,0.18979787826538086,0.010594844818115234
19_40409,0.18074774742126465,0.18429994583129883,0.0035521984100341797
19_40638,0.17873096466064453,0.18944716453552246,0.01071619987487793
19_40866,0.18047070503234863,0.19098353385925293,0.010512828826904297
19_41094,0.1805577278137207,0.1838686466217041,0.0033109188079833984
19_41326,0.17818522453308105,0.18764042854309082,0.009455204010009766
19_41559,0.17789387702941895,0.18789005279541016,0.009996175765991211
19_41791,0.17875242233276367,0.18821358680725098,0.009461164474487305
19_42023,0.1824655532836914,0.19257593154907227,0.01011037826538086
19_42322,0.18076682090759277,0.19040775299072266,0.009640932083129883
19_42621,0.1778566837310791,0.18722820281982422,0.009371519088745117
19_42920,0.17975759506225586,0.18962693214416504,0.00986933708190918
19_43219,0.17810702323913574,0.18883800506591797,0.010730981826782227
19_43478,0.1769411563873291,0.18793225288391113,0.010991096496582031
19_43737,0.18043112754821777,0.18363308906555176,0.0032019615173339844
19_43996,0.1794888973236084,0.18987774848937988,0.010388851165771484
19_44255,0.1775684356689453,0.18198871612548828,0.004420280456542969
19_44416,0.17630743980407715,0.18839144706726074,0.012084007263183594
19_44578,0.18331217765808105,0.19553804397583008,0.012225866317749023
19_44739,0.1795055866241455,0.19104290008544922,0.011537313461303711
19_44899,0.17623376846313477,0.18601536750793457,0.009781599044799805
